"Participant","Ebbinghaus_Strength_Error","Ebbinghaus_Diff_Error","Ebbinghaus_Interaction_Error","Ebbinghaus_Strength_RT","Ebbinghaus_Diff_RT","Ebbinghaus_Interaction_RT","MullerLyer_Diff_Error","MullerLyer_Interaction_Error","MullerLyer_Strength_Error","MullerLyer_Strength_RT","MullerLyer_Diff_RT","MullerLyer_Interaction_RT","VerticalHorizontal_Strength_Error","VerticalHorizontal_Diff_Error","VerticalHorizontal_Interaction_Error","VerticalHorizontal_Diff_RT","VerticalHorizontal_Interaction_RT","VerticalHorizontal_Strength_RT"
"S001",0.349735,2.761525,1.098575,0.04325055,-0.43206,0.02922935,-0.815516,-0.00293274,0.2441205,0.00515905,-0.262157,-0.00221434,0.242745,-5.549985,0.3875225,-0.476306,0.0003932425,0.0253066
"S002",-0.7911945,14.29615,-0.4264965,-0.0305994,0.282273,-0.02322,-3.15731,0.004739955,0.003769715,0.0114091,-0.229,-0.01238375,-0.09797885,7.25096,-0.0323032,0.3099815,0.0009117045,-0.0285515
"S003",0.182272,1.677595,0.4289445,-0.0208347,0.113105,0.009210235,-2.759365,-0.00135575,0.148032,-0.0007227485,-0.2038635,0.00451864,-0.04522875,3.17038,-0.0394049,0.357002,0.00234235,-0.0308605
"S004",0.0701112,4.27526,0.677478,0.0343339,-0.380434,0.03100535,-2.015975,0.0088155,0.0260301,0.03194625,-0.577271,-0.0365676,0.0362695,-3.960685,0.03248015,-0.9449935,-0.000588053,0.0567303
"S005",0.2074355,-5.37289,0.04854375,0.009809305,-0.1676885,0.01752055,-5.53033,0.004045735,0.169905,0.0218021,-0.2667365,-0.0254773,-0.031811,-2.652675,-0.1302005,-0.306125,-0.00491239,0.02625215
"S006",-1.12806,8.339045,-1.534075,-0.03627215,0.3484565,-0.0377913,3.922385,-0.01046715,-0.0652267,-0.00634009,0.341291,0.001238015,-0.207015,7.01506,-0.2444175,0.54802,0.0009250175,-0.0289734
"S007",0.28398,7.05507,1.471205,0.0163929,-0.2552335,0.0324806,-2.15285,-0.0005089815,0.0306176,0.007882885,0.002254465,-0.01166415,0.03651925,0.656089,0.06271605,-0.2213735,0.0007460565,0.0175387
"S009",0.299424,-0.223332,0.7528265,0.03615265,-0.4982885,0.05883985,2.545625,-0.00522601,-0.02805445,0.00161574,0.1344285,-0.003498905,-0.2364135,0.3036125,-0.484339,-0.23277,9.78695e-05,0.00171613
"S010",-0.7640235,4.946375,-1.267415,0.0301038,-0.399751,0.0414219,5.61868,0.07720665,-1.165575,-0.003438875,-0.2180125,0.008782645,-0.2378755,4.56721,-0.438151,-0.6643695,0.01026425,0.008907765
"S011",0.325144,0.07778015,0.415875,-0.03875215,0.193461,-0.000969573,-2.604665,-0.00121759,0.201485,0.01022755,-0.2552735,-0.0102903,-0.1372655,0.3551565,-0.2245895,0.116169,-0.00113111,-0.005687725
"S012",0.06008315,-9.00555,-0.704526,0.0497873,-0.2354825,-0.003102305,-4.545725,-0.01109825,0.3521535,0.0256031,-0.626413,-0.0262344,0.001841435,-6.28117,-0.0761615,-0.4301335,-0.000122424,0.0243261
"S013",-0.420555,2.32636,-0.690029,-0.02303975,0.2400215,-0.005657645,-0.94785,-0.00010574865,-0.0213919,-0.00538892,0.1192365,0.005089115,-0.07296335,1.456405,-0.07505135,0.1845575,0.00190719,-0.01636175
"S014",0.792299,1.22922,1.919005,-0.0217812,0.21774,-0.0156481,1.069295,-0.00598446,0.209964,-0.02057685,0.3680945,0.0234353,-0.03152945,1.256035,-0.03281485,0.366829,0.002811815,-0.0156662
"S015",-0.3543065,-4.84862,-1.27736,-0.0307941,0.405468,-0.02963015,-1.643045,0.00525473,0.0456645,-0.0106839,0.340091,0.008801195,0.1009765,-2.19513,0.1751665,0.1635375,-0.001890785,0.001488975
"S016",0.467012,-3.47432,0.351977,0.003181375,0.0526166,-0.0185436,-2.139455,0.005442355,0.01438545,-0.00952006,0.301755,0.009342175,0.1053235,-6.82824,0.05724715,0.01185445,-0.001859215,0.0016261
"S017",0.2838525,0.715343,0.4284195,-0.05621195,0.448343,-0.0143835,2.34462,0.00229868,-0.303072,-0.008166505,0.1631345,0.00927582,0.08403685,-1.09058,0.11254,0.469434,0.0008979805,-0.01988175
"S018",0.291289,-3.725785,0.157418,0.02906145,-0.244769,-0.00574349,1.87849,0.03284245,-0.5284585,-0.0005001045,-0.1573685,0.00368719,-0.005263245,-0.2854465,-0.0249031,0.055266,9.40216e-05,-0.000214859
"S019",-0.09038255,3.093865,-0.118087,-0.0160908,0.089092,-0.005525755,-0.380373,0.0008854405,0.167502,-0.002345435,0.2276655,-0.000673081,-0.427922,10.09695,-0.786549,0.101212,-0.003885235,0.001124165
"S020",0.5194045,0.02934545,1.08465,-0.007520595,-0.0616494,0.0203196,-5.66441,-0.01932285,0.3876835,0.01112625,-0.121601,-0.0158183,-0.163732,1.010995,-0.2609955,0.1972965,0.002413935,-0.01810695
"S021",-1.34091,9.90369,-1.843555,-0.0505386,0.560166,-0.03567125,2.815155,0.001570655,-0.0966994,-0.01353255,0.3695135,0.0120843,-0.135252,5.475245,-0.180769,0.5828495,0.000808078,-0.0332572
"S022",0.2375635,-0.1862625,0.6028585,-0.02524695,0.2700205,-0.0207443,6.946245,0.009504385,-0.47015,-0.01335635,0.328028,0.01425285,-0.207305,1.942785,-0.3746995,0.303717,-0.0002013285,-0.02407355
"S023",-1.04544,15.39085,-0.7724165,-0.02502155,0.371392,-0.03992045,6.18673,-0.000845225,-0.02850975,-0.01683045,0.152818,0.0231451,-0.1802185,5.2717,-0.303748,0.397726,0.0004287585,-0.0312515
"S024",-0.5192115,-0.276739,-0.764471,-0.0269924,0.2216755,-0.00235326,4.89871,0.00576695,-0.262371,-0.01165695,0.0344352,0.0168955,-0.105397,2.65822,-0.1810125,0.1858605,0.00562997,-0.02135455
"S025",0.4672665,4.494575,1.505435,0.0115201,-0.04954905,-8.867565e-05,-2.141095,-0.000601321,0.125639,-0.00279841,0.1915775,0.00073147,-0.1169205,3.86243,-0.153688,0.180731,0.00129283,-0.005899575
"S026",0.5388835,-2.508075,0.969287,0.01655595,-0.238321,0.008865285,1.75518,0.00693099,-0.215065,0.01029535,-0.250985,-0.01094085,-0.02512905,2.293805,-0.00173886,-0.539516,0.00202011,0.0203599
"S027",0.1283815,-3.033755,-0.02448075,-0.0184295,0.240545,-0.008510955,-1.691875,-0.00142867,-0.0070106,0.00422717,0.0130162,-0.006038,0.08974755,-6.380405,0.02536255,0.1407045,0.000395844,-0.0110078
"S028",0.94759,-5.20478,1.53452,0.0408868,-0.4332395,0.0311567,-1.43851,0.0207937,-0.224536,0.00872023,-0.247694,-0.008729825,-0.146804,-0.978852,-0.250725,-0.23241,0.00138538,-0.004662875
"S029",0.36806,-6.80349,0.105178,0.01327105,-0.3820535,0.04074345,0.5429305,0.0142134,-0.14563,-0.003571545,-0.1220575,0.00813019,-0.1057285,-5.342975,-0.261002,-0.253429,0.00444959,-0.008641445
"S030",-0.0518415,-1.015145,-0.165716,0.0139983,-0.099137,0.000208327,7.69482,-0.002751025,-0.47827,-0.008874135,0.175379,0.0104491,-0.0354691,0.1777505,-0.03613655,0.2296245,0.000277033,-0.0227847
"S031",0.4035815,-5.36556,0.165156,0.01583865,-0.156069,-0.000150168,-6.61317,0.005552185,0.113864,3.495295e-05,0.0205435,-0.001372605,0.1456185,-5.537455,0.193033,-0.08805625,-0.0003930405,0.004763065
"S032",-0.3623415,-1.18577,-0.725599,-0.02605985,0.356912,-0.02768185,0.0615176,0.006346935,-0.1680655,-0.01135615,0.3314165,0.009345985,-0.04352625,-0.081312,-0.089532,0.446815,-0.00180581,-0.0188854
"S033",0.0476328,-2.11686,-0.03942805,-0.004626765,-0.04001435,0.00487948,2.21,-0.009990245,0.05535315,-0.00781718,0.1503945,0.00844116,0.119488,-5.570295,0.0881809,0.00857678,-0.00336173,0.009667275
"S034",0.2907895,-2.950815,0.249722,0.0343225,-0.09248135,-0.0115209,3.068195,0.02736555,-0.453165,0.00365951,-0.2424445,-0.0007056605,-0.00197919,1.77381,0.0357013,-0.187837,-0.00327448,0.0148766
"S035",-1.37638,8.0085,-2.483735,-0.0364244,0.481433,-0.06697505,-6.230755,0.000196743,0.1569855,-0.008322475,0.4738365,0.001948905,-0.0453252,0.2459695,-0.0528777,0.2968795,-0.0009463265,-0.0112969
"S036",0.1208185,-0.282726,0.2248535,0.0336449,-0.2566575,0.00573249,6.612425,-0.00208605,-0.131616,0.0111088,-0.3035495,-0.009705435,0.0490268,1.555585,0.143516,-0.452801,0.000435506,0.03449135
"S037",0.1844025,-5.54133,-0.05511805,0.0484755,-0.442804,0.02922315,-4.34216,-0.00212545,0.2034225,0.0127064,-0.426477,-0.01073865,0.137858,-5.706605,0.1131275,-0.696439,7.2751e-06,0.0314354
"S038",-0.7374535,1.09101,-1.66041,-0.0167342,0.35791,-0.0231612,3.141485,0.006156475,-0.3468175,-0.0117238,0.1485845,0.01485165,-0.156241,3.78821,-0.308951,0.4158605,0.003675295,-0.0276481
"S039",-0.33081,-2.421615,-0.6466755,-0.04466325,0.4636445,-0.06492945,-0.1918525,-0.0004950265,0.0929835,-0.00964734,0.3501615,0.007802185,-0.03829735,0.5569905,-0.0461131,0.2971135,-0.003693325,-0.01273265
"S040",1.07881,1.589435,2.95097,0.0570165,-0.425786,0.00987406,-4.16766,-0.001238905,0.06506965,0.01892345,-0.4572265,-0.0200909,0.0150741,-3.188755,0.00092117,-0.3502485,0.001632905,0.00202363
"S041",0.000283363,0.3472365,0.043387,-0.01275495,0.0977774,-5.84857e-05,-2.92075,0.00283636,0.05476965,-0.0005561995,0.1518645,-0.00213283,-0.016247,-4.76228,-0.07298175,-0.144166,0.0003592695,0.00417178
"S042",-0.183815,5.30764,0.1878185,-0.0213087,0.301393,-0.02296105,9.01184,0.0197733,-0.5992185,-0.0128838,0.289798,0.01401605,0.003135045,1.26084,0.003654045,0.5344385,-0.00297534,-0.02511925
"S043",-0.7103895,4.012975,-0.9205495,-0.03271375,0.1339335,0.000461355,7.520105,-0.009327675,-0.2685175,-0.004989515,0.1116435,0.00600099,-0.139961,3.130645,-0.187448,0.3330165,0.004814215,-0.03354485
"S044",1.036455,-1.70216,2.4478,0.02223345,-0.003787245,-0.015217,1.14544,0.0022875,0.000181231,-0.0107773,0.380489,0.00856349,0.129044,-5.22795,0.177555,0.00242564,-0.001319465,0.00765357
"S045",-0.1729935,-5.712605,-0.864831,0.01374425,-0.0280449,-0.00569394,-2.75787,-0.01392995,0.369523,0.001299425,0.1931645,-0.00625785,0.0738333,-3.22748,0.03095765,-0.3753155,-0.005886715,0.04179515
"S046",0.3785015,2.09039,1.06716,-0.0320307,0.303493,-0.01422535,-1.62002,0.002070075,0.103982,-0.004454515,0.264195,-0.0001248275,0.1769165,-0.0260751,0.3705295,0.373272,0.0002330525,-0.01307315
"S047",-0.8639005,5.04232,-1.01316,0.00132909,-0.1009365,0.02163465,1.250445,0.0260987,-0.56301,0.00482175,-0.182717,-0.003444735,-0.1065515,4.32667,-0.1959285,0.0555823,0.0012357,-0.009160845
"S048",-0.0890787,3.13408,0.01572625,-0.0509343,0.533762,-0.0492791,-1.403955,0.0009047155,0.1471595,-0.0111239,0.412471,0.007852225,0.04732105,3.96085,0.168492,0.4148975,-0.00280497,-0.008935475
"S049",-0.6049245,-2.23576,-1.63609,0.0330106,-0.427023,0.037688,-6.24232,0.004153795,0.1430165,0.01854725,-0.2766255,-0.0225047,-0.16118,-1.08869,-0.354457,-0.474798,0.005573825,0.001547065
"S050",0.1462335,-0.848365,0.02768285,0.06720315,-0.580203,0.0395368,-6.85785,-0.01123715,0.459164,0.0216344,-0.5794605,-0.02072615,0.0882274,-2.20205,0.096045,-0.8392535,0.000671666,0.0400263
"S051",0.28975,-4.027,0.155859,0.00895535,0.0615193,-0.01470315,-0.8025605,0.00340214,-0.0634948,-0.002033235,0.03374485,0.001487365,0.1327305,-5.389415,0.1279725,0.01144755,-0.00165341,0.009038585
"S052",-0.930826,5.597285,-1.45622,-0.026122,0.2556525,-0.0374831,3.236175,0.00299697,-0.441988,-0.009262,0.3511795,0.00766639,-0.0117073,2.559005,0.003702385,0.238994,-0.00451837,-0.002417875
"S053",-0.612109,2.116405,-1.272805,-0.0604791,0.5142185,-0.04373735,8.996295,0.0169027,-0.5615675,-0.01574835,0.411034,0.0167591,0.0004943545,3.93217,0.07306815,0.7079985,0.001526855,-0.0395607
"S054",0.6646925,-3.7737,0.898243,-0.0529857,0.466539,-0.035695,1.10131,0.004243965,-0.0185374,-0.008841575,0.2601085,0.007384575,0.0777027,-2.662875,0.0971099,0.4686935,-0.0001433415,-0.0247167
"S055",0.39266,-3.110945,0.4090425,0.0137339,-0.0322434,-0.0155554,0.9662445,0.02463325,-0.435841,0.004062235,-0.106856,-0.003144045,-0.298887,3.01775,-0.589423,-0.0863597,-0.0009417485,0.001842765
"S056",-0.0864638,-8.43443,-0.9413545,0.00877789,0.1364135,-0.0402962,-3.91333,0.00658989,0.005238815,-0.00113732,0.14145,-0.00102621,0.1170205,-2.906185,0.12921,-0.08768665,-0.003280335,0.01964335
"S057",1.053935,-5.23094,1.660635,-0.04105105,0.374484,-0.02309095,4.520475,-0.01440135,0.09319155,0.00695857,0.147876,-0.01397115,-0.05760265,-3.75284,-0.199855,0.165001,-0.003999705,0.003396465
"S058",-0.5314205,-3.384775,-1.647055,-0.0237959,0.3156905,-0.01311635,3.27973,0.00366502,-0.166024,-0.01059305,0.248109,0.01185255,-0.04338475,-0.783563,-0.0322776,0.5405525,-7.099235e-05,-0.03063795
"S059",0.663899,2.05793,1.90151,-0.0143337,0.211658,-0.03181005,1.26772,-0.016818,0.3939655,-0.01304735,0.4075755,0.0112148,0.1185095,0.7389005,0.2155205,0.5450435,-0.00215765,-0.01927175
"S060",0.7997375,-7.50903,0.7637655,0.01641225,-0.1993275,0.01359085,-6.19222,0.00382993,0.2601065,0.02603655,-0.4579115,-0.03169235,0.0147349,-2.604885,-0.04618295,-0.602726,0.0003545815,0.031701
"S061",-0.360398,-4.978925,-1.09088,0.0486618,-0.2781105,-0.00102989,6.621085,0.007943125,-0.7808055,0.0034917,-0.207015,-0.00158223,-0.47126,7.74988,-0.890951,-0.896077,0.005372995,0.02636875
"S062",0.1647005,-8.1441,-0.3637185,-0.0351858,0.0629855,0.016252,-4.890885,-0.00615934,0.4298615,-0.006688255,0.12882,0.009497875,-0.004765475,2.811135,0.05828945,0.252642,0.001048105,-0.015033
"S063",-0.6011355,3.36278,-0.7602715,-0.02860015,0.2191455,0.002525685,2.725505,-0.0190893,0.3804375,-0.01000685,0.1115335,0.01280625,0.06531845,-1.84381,0.01728095,0.0940156,0.001021575,-0.006364145
"S064",0.2731605,7.214285,1.39521,0.008587155,-0.199204,0.02523515,-0.843209,-0.00847937,0.184654,0.005873275,-0.1545965,-0.006300925,-0.131658,-1.099435,-0.257554,-0.851592,-0.00193028,0.0471248
"S065",1.2111,-1.58319,2.73163,0.013687,-0.03608345,-0.00602138,-6.72152,-0.0053376,0.3850165,0.00733329,0.02136135,-0.0116831,0.2179075,-5.370465,0.303564,-0.0771363,-0.000823505,0.003790025
"S066",-0.5456055,5.271405,-0.680193,0.02705985,-0.242956,0.02363615,3.678645,0.002809755,-0.3158285,0.001774665,-0.196697,0.002113325,0.0434047,0.241332,0.08282175,-0.182671,0.002368965,-0.000861454
"S067",-0.5270855,0.755239,-0.91242,-0.01064815,0.328919,-0.0386322,1.09164,0.007867005,-0.148529,-0.00423938,0.2461295,0.0005697175,-0.0853382,4.041525,-0.0811985,0.4450965,-0.000956454,-0.0171893
"S068",1.070825,-4.27953,1.806885,0.0598225,-0.7752355,0.08391455,-4.635185,-0.00892474,0.325762,0.0133098,-0.477109,-0.01050115,-0.0619068,-1.103295,-0.0802034,-0.1092115,0.0003837415,-0.0098946
"S069",0.2432715,-10.6136,-0.48708,0.0249726,-0.3573275,0.0285775,-4.350375,0.00257989,0.109008,0.02160335,-0.3135225,-0.026111,0.07732495,-4.40622,0.101317,-0.6416105,0.0001295195,0.0332033
"S070",0.2250695,3.27562,0.804749,0.0270381,-0.4439385,0.0525958,18.7746,5.3427e-06,-1.118555,-0.001909225,-0.468132,0.0130862,0.11239,3.91438,0.267105,-0.420145,0.004858775,0.01178115
"S071",-0.4146445,2.621465,-0.474119,0.006154425,-0.00862047,-0.00251709,-0.03583005,-0.00116704,0.07621955,0.000884553,0.0366881,-0.002735935,0.04994385,-3.899455,0.006798445,-0.1315195,-0.001010025,0.02307145
"S072",-1.011375,-0.00311471,-2.2481,-0.01470555,0.02545095,0.012623,8.919435,0.01741005,-0.7992245,-0.0197207,-0.197473,0.0335772,-0.1468065,6.28033,-0.23623,-0.1602195,0.00557674,0.003926795
"S073",-0.3828795,8.80922,0.05646845,-0.040195,0.2761275,-0.00549675,0.718102,-0.00945548,0.2339895,-0.00431648,0.1255515,0.00416025,-0.137601,4.571545,-0.2125325,0.22249,0.00122226,-0.000268527
"S074",0.00279655,-0.142986,0.141228,0.0327846,-0.02604825,-0.00770694,-3.817295,0.00606074,0.06054575,-0.00178366,0.108075,0.000522809,-0.2439075,1.95999,-0.5063295,-0.3091975,-0.000854502,0.02190765
"S075",0.366857,-6.826655,0.0194442,0.0186503,-0.2052915,0.0286063,-7.07685,0.00329801,0.1979865,0.0196098,-0.447592,-0.02203725,0.1881785,-4.842025,0.2918265,-0.6294985,0.0005687175,0.02778565
"S076",0.4011725,-2.680015,0.6078695,-0.02059405,0.2415955,-0.005717065,3.75308,0.001446135,-0.0801684,-0.00399985,0.20261,0.000698466,-0.1370235,0.5335785,-0.269325,-0.0146797,-0.000598988,0.00287819
"S077",0.02313945,-6.93477,-0.5474655,0.04818555,-0.407352,0.009185595,1.792465,0.000509694,-0.070283,-0.000723749,0.184724,-0.003074165,-0.07530455,0.125964,-0.1395145,-0.566646,0.0009425795,0.02189815
"S078",0.9499735,-8.2076,1.103155,0.05636305,-0.373548,0.00770684,-6.84734,-0.003942495,0.3201355,0.01456005,-0.4056315,-0.0139388,0.1293595,-5.79318,0.1042125,-0.3623465,-0.001273645,0.0259193
"S079",-0.01863265,2.23443,-0.0656768,-0.02941885,0.3644645,-0.0356566,-0.463183,-0.005237215,0.2012045,-0.00953248,0.2755865,0.009354175,0.126517,-0.442458,0.238674,0.1800945,-0.001819185,0.00216048
"S080",-0.453426,7.05068,-0.4258655,-0.0602189,0.615204,-0.0438951,6.42618,-5.79213e-05,-0.260674,-0.0188,0.422852,0.0213464,-0.04778105,5.705025,-0.04498955,0.6627,-0.003381825,-0.02306795
"S081",0.5430005,-9.491495,0.187785,-0.000911696,0.02303185,-0.00728231,-0.08176815,0.02671435,-0.4538475,0.004081045,-0.06835405,-0.00669914,0.172319,-2.459385,0.318272,-0.0342416,-0.0005657565,0.0236303
"S082",-0.8390445,5.480125,-1.107055,-0.06671435,0.601677,-0.05060785,-2.12718,-0.000716296,0.09258375,-0.006913815,0.5059085,-0.000161283,-0.07916605,1.79293,-0.0605873,0.481618,-0.000261707,-0.0248079
"S083",-0.8269765,6.327365,-1.170125,-0.00815345,0.217687,-0.02844835,2.59562,-0.00131199,-0.0625909,-0.0206506,0.3579655,0.02377995,-0.1268355,4.02674,-0.217968,0.459634,-0.002826145,-0.0257334
"S084",-0.0723699,-2.70929,-0.2017455,0.05205215,-0.3338505,0.0286798,-4.79463,-0.00888,0.4020975,-0.0006160245,-0.3915605,0.009447855,0.129911,-5.730705,0.166135,-0.09397355,0.003097845,-0.001785285
"S085",-1.036265,1.74247,-2.479955,0.003366625,-0.2289135,0.0265219,-1.56656,-0.0138791,0.187468,-0.003950725,0.0281716,0.00574884,-0.0840024,3.93167,-0.0899102,-0.291786,0.0004077535,0.01806345
"S086",-0.302778,1.713285,-0.4011895,0.05244355,-0.158778,-0.0100769,-0.2156975,0.00174729,-0.09686505,-0.001794145,-0.0491282,0.002820155,-0.0123252,3.68698,0.0527876,0.03441805,0.000292838,0.00835985
"S087",-0.6456755,9.69491,-0.3013795,-0.04336545,0.4281295,-0.02372225,3.2158,0.000673956,-0.337967,-0.02085695,0.3461195,0.0256264,-0.07237235,5.784415,-0.0300952,0.6642975,0.0004124925,-0.0431712
"S088",0.565037,-3.24693,0.5936105,0.0569739,-0.5304025,0.0443984,-4.989105,-0.001429295,0.179107,0.01919625,-0.482131,-0.0204364,0.1357635,-4.67322,0.1553655,-0.8199455,-0.0005985455,0.0551418
"S089",0.7434145,-6.59733,0.80947,0.001273855,-0.00714976,-0.00474939,-3.983945,-0.008119845,0.485959,-0.00559315,0.0465414,0.0068045,0.130662,-1.94609,0.167549,0.09139295,0.0009756585,-0.006577115
"S090",-0.0300375,-8.488855,-0.839191,0.0453352,-0.3564845,0.008142525,-1.5658,0.0262081,-0.3799785,0.00421283,-0.220813,-0.003748115,0.0419403,-2.929275,0.03323535,-0.119971,-0.001557725,0.01051615
"S091",0.333506,-6.358085,0.0265515,0.005941975,-0.123178,-0.002923085,5.458555,0.007586755,-0.484578,-0.00297208,0.180729,0.0005263715,-0.129201,-0.3537735,-0.2466325,0.111352,-0.003503385,-0.00149211
"S092",-0.5705245,2.7622,-0.856972,0.06336125,-0.5021175,0.0364138,-2.665445,-0.0108899,0.370458,0.0131688,-0.620749,-0.0074401,-0.0772483,4.086445,-0.0575078,-0.3554445,0.004418575,-0.0003933665
"S093",0.1255785,2.008105,0.2923875,-0.028815,0.496039,-0.0497292,2.250555,0.01364815,-0.2359435,-0.007403975,0.3611025,0.00257618,-0.0313335,3.78153,0.0075659,0.662534,3.235205e-05,-0.02875235
"S094",-0.1981905,5.29762,0.1116035,-0.02161125,0.363649,-0.0341421,-0.7729545,0.00192188,-0.02605465,-0.01529345,0.293058,0.01987665,0.0348806,4.22744,0.126639,0.236397,-0.0009373165,-0.0129646
"S095",0.621795,-0.1273995,1.451855,0.146241,-1.44733,0.144347,-4.71041,0.004042775,0.141819,0.05464745,-1.61122,-0.0499113,0.06139355,-7.05326,0.0112825,-1.242945,0.0105359,0.02980955
"S096",-0.002297905,1.51253,0.3678835,-0.0422187,0.435182,-0.03280775,3.004175,-0.006940315,-0.0104449,-0.0197153,0.3983085,0.02266415,0.02287735,0.47612,0.121173,0.6316555,0.001257055,-0.03225335
"S097",0.5559385,-0.6903945,1.160645,0.006650705,-0.104315,0.005551335,1.879825,-0.007059985,0.1240165,0.005163525,0.0267199,-0.006534805,0.130484,-1.370235,0.2059495,-0.42241,-0.001275725,0.03233415
"S098",0.03221935,-8.13016,-0.64849,0.0006346635,-0.225349,0.0398975,1.60901,-0.01006425,-0.101184,0.01076445,-0.1460395,-0.01276835,0.01547155,-1.774045,-0.0278352,-0.4036475,0.003896305,0.007534645
