"Participant","Ebbinghaus_Strength_Error","Ebbinghaus_Diff_Error","Ebbinghaus_Interaction_Error","Ebbinghaus_Strength_RT","Ebbinghaus_Diff_RT","Ebbinghaus_Interaction_RT","MullerLyer_Diff_Error","MullerLyer_Interaction_Error","MullerLyer_Strength_Error","MullerLyer_Strength_RT","MullerLyer_Diff_RT","MullerLyer_Interaction_RT","VerticalHorizontal_Strength_Error","VerticalHorizontal_Diff_Error","VerticalHorizontal_Interaction_Error","VerticalHorizontal_Diff_RT","VerticalHorizontal_Interaction_RT","VerticalHorizontal_Strength_RT"
"S400",0.2218475,-8.6113,-0.2884195,0.02191935,-0.305057,0.0235538,-5.98131,-0.00624721,0.4558085,0.0078051,-0.221715,-0.006561675,-0.0442211,-6.733,-0.181475,-0.1382695,0.000848771,-0.0129699
"S401",0.0200295,-3.46852,-0.2100995,0.0679175,-0.7683485,0.0749207,-1.44053,-0.003226645,0.0173757,0.0176934,-0.4471795,-0.017551,-0.1227495,-6.4262,-0.3179765,-0.819489,0.00367618,0.0118657
"S402",0.169912,1.071325,0.7719425,-0.003473085,-0.03298925,0.00193254,3.48462,-0.01022735,0.05808255,0.0169088,-0.2282395,-0.01996305,0.1516255,0.746614,0.293575,0.0448553,0.0003147695,-0.003239215
"S403",0.152196,2.12664,0.1989865,0.1098355,-0.8348675,0.0394948,-4.644575,-0.00212897,0.2066955,0.0330698,-0.7319265,-0.0341503,0.03937125,-5.90485,-0.019391,-0.3708075,-0.005013845,0.03335405
"S404",0.591509,-9.55455,0.2195985,0.1113,-1.29422,0.14907,-3.93534,0.009354995,-0.109577,0.03320865,-1.06605,-0.0288388,0.0111708,1.87967,0.0503523,-1.476205,0.005357135,0.0712666
"S405",0.1195895,0.180717,0.307019,0.0502678,-0.418043,0.0273234,-3.283715,-0.004519725,0.2589985,0.01445015,-0.4964745,-0.01087355,0.0177336,2.34517,0.08873565,0.03392955,0.0011623,-0.01061695
"S406",0.493246,-10.5309,-0.05825755,0.00710494,-0.0162588,-0.00314288,-4.9713,0.000670369,0.138544,0.003019125,0.1463615,-0.007491265,0.121514,-5.75506,0.135825,0.0662427,-0.001593165,-0.000153974
"S407",-0.1143155,6.65083,0.6273615,0.01536365,-0.271606,0.030484,5.397425,0.0247825,-0.460902,-0.005292695,-0.1860645,0.01258405,-0.2462685,3.67727,-0.4918615,-0.399633,0.000671692,0.0123182
"S408",-0.563665,13.7912,-0.004462365,-0.0361768,0.350011,-0.01910595,7.030565,0.003979645,-0.217007,-0.02876425,0.3979165,0.03521235,0.0319783,0.8995515,0.0287367,0.426403,0.002899535,-0.03281105
"S409",0.6793955,-0.726825,1.532275,-0.03519165,0.169998,6.685735e-05,1.63593,8.839065e-05,0.0254354,-0.008017535,0.2286305,0.008583455,0.0355568,-0.4349215,0.03970185,0.4649905,-0.000168547,-0.0227889
"S410",-0.02262955,1.525655,0.1821035,-0.006618565,0.07320075,0.0005234785,-1.11348,-0.00960799,0.1562095,0.009309975,-0.2451265,-0.00773566,-0.07138935,-1.663385,-0.1739485,0.161223,-0.00116867,-0.009528885
"S411",0.9096815,0.3926035,2.4809,0.03356385,-0.485437,0.0400481,-2.983565,0.00310908,0.0392392,0.00493729,-0.282147,-0.002388155,0.1028935,-1.45965,0.1893055,-0.5369405,0.001045255,0.0243547
"S412",-0.02487925,-7.6876,-0.701808,0.03736275,-0.3356545,0.002566965,-0.7539045,0.04612745,-0.63713,0.01441225,-0.1755405,-0.02009335,0.123774,-3.3617,0.1193995,-0.2464765,-0.001590175,0.0259526
"S413",0.1244925,-2.062635,0.0232164,0.02109855,-0.354489,0.03918245,2.48502,0.00651435,-0.4062655,-0.01192355,-0.02082475,0.01781235,0.005890565,1.141555,0.04248685,-0.5861265,0.002808215,0.01957205
"S414",1.170195,-2.366085,2.720205,0.04117985,-0.4854035,0.04901335,-1.68603,0.01049655,-0.0948801,0.0197877,-0.5842365,-0.01849525,0.0144759,-1.665705,-0.02945985,-0.5952935,0.004280885,0.0173228
"S415",0.468165,-2.20823,0.824247,0.07764345,-0.990672,0.1130425,-3.915185,-0.0008347865,0.06125655,0.0433547,-1.257975,-0.0404101,0.00565317,-5.42945,-0.07725505,-0.907957,0.006065875,0.0260965
"S416",0.4660545,-5.73735,0.426951,0.0697414,-0.6847395,0.0474412,-4.52093,0.00310931,0.0688813,0.007147085,-0.4455955,-0.002446415,-0.09072375,-0.434073,-0.1169595,-0.8702255,0.0006487265,0.03367705
"S417",0.711552,-1.397575,1.60605,-0.00425276,0.172392,-0.0220207,6.058015,0.00333459,-0.3195645,-0.003094255,0.2383125,-0.000102652,-0.1118135,3.321665,-0.0992311,0.2622975,-0.00149292,-0.006030825
"S418",-0.0709689,2.859915,0.2569525,-0.01405085,0.04299805,0.00948271,0.53487,-0.0111652,0.1706885,-0.000930245,-0.119762,0.00340143,0.0797485,-3.14876,0.1166895,-0.4484105,0.0004959285,0.0229217
"S419",-0.7943035,7.61377,-0.642119,-0.02517765,0.34863,-0.0188207,5.260235,-0.003510275,-0.0762891,-0.0218516,0.380618,0.02467235,-0.176025,5.75375,-0.3032995,0.6140605,0.003755,-0.04463575
"S420",-0.8647595,1.39784,-1.817055,0.0356096,-0.4730345,0.06974595,-3.24713,-0.000299259,0.1476015,0.004751675,-0.4702505,0.0019575,-0.2798365,4.346885,-0.4320985,-0.640361,0.0107056,0.01161825
"S421",0.034751,-1.81587,-0.03165915,-0.0237661,0.188234,-0.01275615,1.779965,-0.00162915,-0.2866605,-0.0004674795,0.154794,-0.002957085,-0.122154,1.84202,-0.2788315,0.01122305,0.00224074,0.0009487975
"S422",-0.6529375,11.3743,-0.0599459,-0.06223845,0.5163445,-0.0437049,10.1628,0.0141798,-0.5888025,-0.013732,0.3201325,0.0154153,0.110302,1.439885,0.3006555,0.74064,0.000425184,-0.0341237
"S423",0.94574,-1.29032,2.21943,0.03010845,-0.2886335,0.0172807,-1.28946,0.008859335,-0.173901,0.01707985,-0.5373625,-0.0154381,-0.12579,-1.186935,-0.2781845,-0.482924,0.0004044095,0.01056755
"S424",0.0378764,3.18632,0.4671035,0.03963,-0.272267,0.01973715,4.726975,-0.00010967615,-0.2133135,-0.008494865,-0.0691049,0.0152824,-0.161078,1.61124,-0.2720115,0.04657635,0.003784925,-0.01041835
"S425",0.127945,-0.469182,0.2516105,-0.0211788,0.08543385,0.0043133,-6.185075,-0.002722245,0.246263,0.01709695,-0.343625,-0.0200406,0.0970855,0.5366505,0.206448,0.3690035,0.0001234525,-0.009757505
"S426",0.5998585,-7.601745,0.484101,0.02372175,-0.3023975,0.02097605,2.50455,0.002960325,-0.1253865,-0.003984625,0.0953903,0.00596186,0.1238605,-7.66131,0.08408975,-0.0177703,0.0001201855,-0.01043935
"S427",0.254417,-1.95563,0.1635665,-0.02101015,0.1315915,-0.00709402,0.221249,-0.00291332,-0.1162435,-3.962635e-05,0.187477,-0.00496481,-0.101853,-4.25711,-0.2355775,0.0598996,-0.006619135,0.00859708
"S428",0.05488465,-3.591435,-0.1908825,-0.0293775,0.120488,-0.009734265,-6.090375,0.002623745,0.221128,0.001402585,0.1349555,-0.002898,-0.0869356,-0.3576395,-0.1920205,-0.1094275,0.0004297435,-0.00141438
"S429",0.0426262,-1.017415,-0.1647085,0.0357382,-0.6055455,0.065935,-0.6273855,-0.0109966,0.3100115,0.01145045,-0.584593,-0.00595416,-0.0266311,-5.94415,-0.1269205,-0.1238625,0.00267567,-0.0192508
"S430",-0.7889005,1.098975,-1.44734,0.023889,-0.3512335,0.0398085,-4.91993,-0.00617255,0.3168825,0.0160359,-0.300634,-0.01791835,0.00111889,2.33383,0.037993,-0.6845215,0.0006640515,0.0427964
"S431",-0.431321,-0.79256,-0.8963435,-0.0461149,0.3743975,-0.0138693,0.338991,0.005334665,-0.1429105,-0.01133005,0.174145,0.01328515,-0.1129125,-0.453308,-0.1841915,0.2980565,0.00087781,-0.02535665
"S432",0.4706995,-10.7453,-0.138875,0.03867905,-0.498143,0.04929465,-6.242905,-0.001125925,0.2384515,0.0173042,-0.3984635,-0.0188995,0.186511,-5.711675,0.2737815,-0.612447,0.000337598,0.0259386
"S433",0.0576918,-5.434705,-0.3405055,0.1103595,-0.9354005,0.0565214,-2.69154,-0.01102055,0.340887,0.02052235,-0.5287315,-0.02058745,-0.0481264,-6.306575,-0.1528355,-0.9527805,0.006193565,0.0335874
"S434",0.4839485,-1.753895,0.64729,0.03552355,-0.1879565,0.004768845,-3.324695,-0.003428295,0.2428655,-0.00990024,-0.1776685,0.01755215,-0.08105285,-0.582466,-0.144637,-0.0834668,0.00256072,-0.00927879
"S435",1.2392,-6.327405,2.174685,-0.02237085,0.138468,-0.001751455,2.6168,-0.00113314,-0.0246921,-0.00496173,0.002460775,0.00837157,0.0180057,-0.7952915,0.07625765,-0.115801,-0.00168742,0.0162644
"S436",0.102014,-2.655245,0.0563342,-0.0464598,0.2989055,-0.00458582,-1.413175,-0.001806995,0.1539655,0.00499408,0.101305,-0.0110221,0.1242925,-5.151665,0.1396325,-0.03987755,-0.00154586,0.007398325
"S437",-0.374842,10.16335,0.0318792,0.02193795,-0.4462065,0.07526295,4.201885,-0.009845315,-0.001684735,0.022913,-0.6031455,-0.0223449,-0.02722975,3.661185,0.005966465,-0.1582985,0.002344795,0.000617292
"S438",-0.431499,0.2043815,-0.8062725,0.09752445,-1.13833,0.1369445,2.32829,-0.0008173095,0.07431,0.0119137,-0.671745,-0.00383686,-0.195626,1.956415,-0.3350145,-0.2714715,0.00919948,-0.0158492
"S439",-0.393437,0.7522655,-0.7777885,0.01468295,0.0481023,-0.012904,-0.8723,-0.000607524,0.142053,0.00280467,0.00780123,-0.00422465,-0.02572845,-0.784648,-0.06727655,0.42059,0.000963389,-0.03042425
"S440",0.3172165,-2.563175,0.455789,0.0651735,-0.560792,0.026599,-2.64555,0.0135194,-0.1621405,0.004126635,-0.4339835,0.001349795,0.1302585,-3.056495,0.2017715,-0.719456,0.000512135,0.03304635
"S441",-0.0543493,-1.843775,-0.322021,0.003086495,-0.11146,0.00871496,5.972645,0.01040225,-0.309209,-0.00577612,0.103714,0.006925635,-0.05102245,1.89788,-0.010028695,0.2167035,-8.15274e-05,-0.006096965
"S442",0.8333595,-6.277395,1.005195,0.0678697,-0.369528,-0.0001329855,-1.18928,-0.01252645,0.342222,0.01201655,-0.2228545,-0.0134,0.116713,-4.451085,0.119933,-0.459501,-0.002683095,0.0373692
"S443",-1.37228,3.4832,-3.126615,-0.0186128,0.32201,-0.0361414,2.7392,0.005020395,-0.186538,-0.016753,0.486006,0.0173476,0.01451155,-1.361025,-0.0366218,0.427273,-0.001438165,-0.01653265
"S444",0.0130443,-4.41413,-0.3435315,-0.008105745,-0.2935475,0.06118065,2.30816,0.01368415,-0.2660335,0.02428075,-0.4775945,-0.0277968,0.1310575,-0.3768765,0.2267555,-0.802295,0.0005430245,0.048506
"S445",-0.440925,-1.972095,-1.239795,-0.0152654,0.476014,-0.0777451,6.26945,0.0384916,-0.5294265,-0.01677845,0.602902,0.01070885,-0.003460645,1.03375,-0.00825159,0.659266,-0.00383507,-0.0199782
"S446",-0.250165,-2.51377,-0.5687745,0.04247715,-0.256961,-0.00258725,-3.75137,0.0017067,0.1484065,-0.003060085,0.0508271,0.00347433,0.13535,-5.415515,0.143611,-0.129778,-0.00223782,0.01639215
"S447",0.706355,-1.63111,1.37841,0.0368167,-0.20338,0.0039406,-1.049975,0.01218465,-0.2799345,0.0004426195,-0.336143,0.006073135,0.131988,-2.465925,0.1341875,-0.1122825,-0.0005826635,0.00929194
"S448",0.15031,-0.2818925,-0.00278941,0.00710496,0.3649575,-0.05075455,3.47966,0.000173353,-0.2668645,-0.01448985,0.3581015,0.01514985,0.0338536,3.02626,0.08049785,0.611215,0.00192192,-0.03467035
"S449",0.5247295,-1.68319,1.038045,-0.00769745,-0.0625951,0.008678085,0.307726,-0.0138228,0.162553,0.01128285,-0.2723155,-0.0120032,-0.139593,0.885832,-0.2910995,-0.228212,0.003430075,0.0131325
"S450",-0.6023925,-2.253635,-1.647485,-0.02470245,0.1299695,-0.003671635,2.695435,0.00269387,-0.0489381,-0.004953305,0.3191,0.000242064,0.0265755,-1.74855,0.002831915,-0.1609805,-0.002168805,0.0203917
"S451",0.5435695,-7.50431,0.199477,0.02248025,-0.115703,-0.00116545,-5.405765,0.00649055,0.0184026,0.006525925,-0.2258795,-0.00671413,0.11104,-6.577785,0.0510486,-0.251107,-0.0001422345,0.01395305
"S452",-0.348193,2.49531,-0.4532005,-0.00156823,0.3164555,-0.061711,-3.0089,-0.00760847,0.3511875,-0.02346625,0.388743,0.027648,-0.191737,5.79836,-0.294634,0.457513,-0.0007481605,-0.0214196
"S453",0.540144,-0.354749,0.993672,0.00564283,0.04992725,-0.001042115,-5.12081,-0.004919415,0.2932065,0.01512285,-0.138237,-0.01989505,0.07475945,2.02966,0.1435495,-0.02051295,-0.0005583655,0.004417985
"S454",0.4243605,2.971875,1.567635,-0.006943855,-0.01913525,0.009835565,-1.979055,0.000926469,0.0964697,0.007095125,-0.08807605,-0.009294225,0.0248356,0.2957495,-0.00161625,-0.167312,-0.002405605,0.01728745
"S455",0.5182315,-6.50611,0.311795,0.0546347,-0.5517845,0.0479565,-2.656625,-0.003569815,0.2578765,0.00715021,-0.4638715,-0.001564125,-0.02864485,-0.216414,0.001743515,-0.549157,0.00283622,0.02214185
"S456",-0.798223,7.680645,-1.037685,2.62487e-05,0.0682985,-0.007619815,2.14174,0.01961405,-0.4529295,-0.008555495,0.1308345,0.00930009,-0.0682909,2.08074,-0.07861025,0.2295395,-0.001281495,-0.00713644
"S457",-0.39491,-6.236855,-1.609915,0.04016285,-0.326326,0.0098689,-3.28186,-0.00716452,0.416385,-0.0033936,0.03839315,0.00429712,-0.03733135,-5.20666,-0.0985401,-0.2358605,0.000526032,0.0104243
"S458",-1.21003,1.28216,-2.704195,-0.03478415,0.289527,-0.01143975,-0.9108085,-0.01990275,0.33571,-0.0119799,0.349782,0.01154775,-0.03065015,3.73443,-0.02486215,0.2384555,-0.002868275,-0.00795445
"S459",0.3057795,-3.0772,0.2053575,0.01567215,-0.1565805,0.0011622,-1.52533,-0.0114869,0.1650605,0.0199486,-0.2348855,-0.02553815,-0.03053105,2.29552,-0.039942,-0.284902,-0.00158449,0.0201098
"S460",0.525168,-5.601605,0.307732,-0.02912815,0.184263,-0.01933595,-2.926115,0.006157145,0.0221496,-0.005887825,0.0887036,0.00759451,0.07993435,-4.67417,0.0402862,0.308519,1.0017425e-05,-0.0256176
"S461",0.6926205,-6.49102,0.7083385,-0.00717719,-0.04141015,0.006999375,-3.775955,-0.00431683,0.3958645,0.00964849,-0.0376191,-0.0129705,-0.04403525,-3.974225,-0.0934593,0.0436602,-0.002634675,0.000867249
"S462",-0.8458545,-2.32611,-2.16344,0.01101765,-0.150244,0.0149496,-3.790695,-0.00172367,0.3187175,0.00376206,-0.147388,-0.0024243,-0.131005,1.434995,-0.202788,-0.516746,0.01003555,-0.005682895
"S463",0.475248,-3.44195,0.6225685,-0.0064855,0.0490834,0.001356205,-3.71547,0.000940831,0.2605145,0.02606625,-0.3287625,-0.03188445,-0.130625,-1.280955,-0.2618975,-0.2260055,8.620835e-05,0.009233215
"S464",-0.3555835,-4.076445,-1.05686,-0.02073425,0.1448035,0.00011838215,-1.684785,-0.001540245,0.0766539,0.005504875,0.097976,-0.0101622,0.0435908,-3.960345,0.0044552,0.0690284,-0.00185714,0.0018038
"S465",0.4751985,-10.5931,-0.01928035,0.0286338,-0.278684,0.01143685,-3.56082,-0.00614436,0.2728,0.007773045,-0.2833525,-0.00606906,0.1174905,-0.226983,0.246884,-0.4941225,0.003791865,0.02928015
"S466",0.226614,1.66742,0.4604715,-0.02645345,0.306785,-0.02632305,1.778945,0.00539748,-0.1176545,-0.01286995,0.455851,0.01044645,0.01808035,3.230965,0.117114,0.4626705,-0.001836555,-0.0133479
"S467",0.335982,-0.524425,0.563168,0.0394131,-0.2920965,0.00902907,-1.67711,-0.004104625,0.118096,0.00613774,-0.3718125,-0.001056265,0.0974928,-1.59921,0.1417095,-0.6114035,0.00501788,0.0170457
"S468",0.859381,-2.972695,1.658645,0.04806945,-0.208816,-0.00332802,-4.21407,-0.00602593,0.1756765,0.0260223,-0.1400855,-0.0367894,0.05705945,-2.272885,0.0450086,-0.3991615,-0.003499735,0.0299828
"S469",0.238112,5.00145,0.8031365,-0.0166036,0.1471845,-0.000410746,3.389105,0.01235755,-0.4154195,-0.0004603945,-0.09859005,0.00268522,-0.07691325,1.46311,-0.1234045,-0.134769,-0.0008276435,0.01441305
"S470",0.5136585,-3.499225,0.693199,-0.022705,0.0998038,0.005881555,4.50117,-0.008016035,-0.212215,-0.0186589,0.3833255,0.0210107,-0.0343586,0.519305,-0.0604221,0.246807,-0.00142368,-0.00358829
"S471",0.607801,-5.36649,0.7235535,0.03165065,-0.4153675,0.0366629,-0.1363535,-0.021558,0.415119,0.008256135,-0.0843365,-0.01082215,-0.2677315,-2.298175,-0.576804,-0.0500261,-6.410005e-05,-0.00448749
"S472",0.404468,-0.426524,0.6687545,0.01978625,-0.1722315,0.003845315,0.1736785,-0.0130615,0.167032,0.0093158,-0.191455,-0.01094885,-0.09154955,4.828035,-0.138003,0.14046,0.00234688,-0.01711125
"S473",-0.2025825,-4.933855,-0.874404,0.02861985,-0.1195875,-0.0082325,-3.08273,0.00105501,0.0473057,0.0121505,-0.270437,-0.0125515,-0.0887797,2.421655,-0.1175445,-0.385163,0.0011025,0.01400405
"S474",-0.02813255,-0.8032375,-0.0685547,0.081716,-0.6287465,0.0317529,-1.58077,-0.02016705,0.3208245,0.005180225,-0.3603185,4.525715e-05,0.0412346,-2.157215,0.00573893,-0.4475415,0.004903975,0.004354785
"S475",-1.24428,7.578025,-2.539685,-0.0273964,0.225223,-0.0212554,2.12003,-0.0104462,0.05330345,-0.00949306,0.3314885,0.008372565,-0.1061865,6.08371,-0.03079415,0.448581,0.0006918775,-0.0227695
"S476",0.106377,-4.64793,-0.164285,-0.0436129,0.368946,-0.0325662,3.10507,0.002874215,-0.1763625,-0.00610304,0.2061095,0.00401255,0.07232085,0.360656,0.14342,0.2343045,-0.0006568095,0.00448923
"S477",-0.856709,2.58947,-1.749605,-0.01927565,0.25405,-0.03678305,1.13581,-0.00648156,0.170774,-0.004765565,0.3031475,0.000744089,0.184685,-3.567295,0.3392685,0.29566,-0.002839455,-0.008065695
"S478",0.0888239,3.217675,0.5019585,-0.0281073,0.386214,-0.04305495,3.92021,0.004015995,-0.1858655,-0.0127939,0.437421,0.0108398,-0.0282377,0.2249165,-0.03304225,0.5057095,-0.003249755,-0.0222536
"S479",-0.8277285,8.51227,-0.873208,-0.04485925,0.5897455,-0.06373265,7.63055,-0.0008192985,-0.2574225,0.00169904,0.324796,-0.00865152,0.02959795,3.51023,0.154081,0.6016245,-0.004272635,-0.01263145
"S480",0.5858095,-0.2293615,1.34207,-0.0311619,0.112886,0.02122345,-3.914605,0.006907445,0.01199785,0.0109262,-0.1744745,-0.01498035,0.114702,-3.25884,0.1315415,-0.2979705,-0.001051625,0.031796
"S481",0.6296765,-2.572935,1.14582,-0.01911855,0.3086475,-0.0371094,5.95528,0.000897384,-0.3009995,-0.01149715,0.3301635,0.00987471,-0.135916,5.15215,-0.121045,0.3222165,-0.00298548,-0.006490675
"S482",0.797152,-5.33044,1.082395,-0.01502385,0.08421845,-0.0001647675,-1.56566,0.00456176,0.1030595,-0.000746444,0.1471845,-0.001319235,0.07654625,-3.11109,0.1588655,-0.09090885,-0.0052898,0.01784735
"S483",0.22798,-5.50786,-0.05472625,0.01088765,0.06234655,-0.01788145,-1.79584,0.01058855,-0.07765295,0.003132715,-0.02575975,-0.004519585,0.0234556,5.040855,0.1261595,0.06927685,-0.0009906185,0.00536289
"S484",-0.5362445,-0.2935565,-0.995559,-0.01662635,0.224552,-0.0402807,2.070985,0.004046135,-0.06793065,-0.0126025,0.331118,0.01255215,0.08080635,3.031625,0.207542,0.5787335,-0.000105508,-0.02115735
"S485",0.8137685,-4.883345,1.341285,-0.003247655,-0.1993075,0.05605195,-4.349835,0.002330395,0.0945078,-0.01365725,-0.02949475,0.02158965,0.124315,2.001055,0.2769055,-0.388271,-6.122945e-05,0.03080355
"S486",0.7009675,-0.8491275,1.894655,0.01122105,-0.07034335,0.0110989,-0.541099,0.0280824,-0.36285,-0.00172666,0.03642125,0.003737585,-0.0701738,3.81765,-0.04902915,-0.2745985,0.001371215,0.0220604
"S487",0.4204645,2.707115,1.493015,-0.0485491,0.3459675,-0.0251683,-2.35307,-0.0102304,0.1059825,-0.005598015,0.2335055,0.003647175,-0.07904375,0.541452,-0.10852,0.0729507,-0.001822165,0.007082415
"S488",-0.5894775,5.26269,-0.6947165,0.0573913,-0.702089,0.0852493,-3.32071,-0.01031625,0.3713335,0.00935196,-0.4706255,-0.004922045,-0.01181905,1.325885,-0.02312835,-0.520764,0.00755419,0.00786503
"S489",-0.0578323,0.6520725,-0.132655,-0.000710456,0.0130882,-0.00231275,0.7440045,-0.000974237,0.02972035,0.00303591,0.1327555,-0.00717744,-0.05865435,-0.912993,-0.0696149,0.184269,-4.97882e-05,-0.0175914
"S490",0.736496,-3.34985,1.38424,0.006030385,-0.1508465,0.01912965,4.98217,-0.0140374,-0.278523,0.002235625,-0.12752,0.00044933,-0.162565,5.577955,-0.2743825,-0.4251075,-0.0008096365,0.03089505
"S491",-0.352502,-0.9746135,-0.582685,-0.02623985,0.31242,-0.0435024,2.880295,-0.00295566,-0.310076,-0.01002175,0.2547085,0.01074985,0.05780345,-1.31454,0.1237235,0.3779895,-0.00364009,-0.006959525
"S492",0.7967745,-7.584155,0.896944,0.0038798,0.1142595,-0.01272505,-3.35784,0.00337041,-0.1002865,0.005280975,0.02958505,-0.008685815,-0.0469352,-3.80198,-0.1411865,-0.331368,-0.0006905715,0.01385005
"S493",0.374614,-2.65377,0.502693,-0.00161393,0.0585853,-0.00428829,1.31226,-0.006934865,-0.0402309,-0.0004882885,0.1047585,-0.00238694,0.0497082,-4.88203,-0.017307,0.2501555,0.00099251,-0.0195516
"S494",-0.6713665,-2.270085,-1.62685,-0.02805115,0.3467315,-0.0265208,4.809425,0.003239345,-0.3137885,-0.005596125,0.306514,0.00246242,0.1681935,-0.414558,0.3499075,0.1922345,-0.001746515,0.0120831
"S495",-0.28244,-1.628015,-0.8296035,0.01560855,-0.1670175,0.007294845,2.435585,0.02127025,-0.428961,0.001776935,-0.106321,-0.002290295,0.05747115,2.53896,0.09746725,-0.052169,-0.0002576275,0.00758641
"S496",0.9022025,-2.218045,1.78662,-0.01368335,0.1922745,-0.00599509,-4.42811,-0.001111895,0.333453,0.0001630265,0.0255245,-6.30774e-05,0.03146045,0.1737275,0.0635802,-0.171687,0.0004283745,-0.003097525
"S497",0.535872,2.368915,1.652485,0.01390825,-0.2007545,0.0117011,0.69798,-0.009414345,0.1702035,0.0100871,-0.147247,-0.0125125,-0.1145415,3.323035,-0.23024,-0.3139245,0.00173647,0.002925585
"S498",0.256269,-5.994255,-0.00832701,-0.01890825,0.256209,-0.00559922,-2.99243,-0.00205494,0.201197,-0.01435335,0.237063,0.0169692,0.08959475,-1.756995,0.11024,0.02690805,2.801415e-05,-0.00915746
"S499",-0.5159765,3.50959,-0.4923795,-0.04204315,0.356844,-0.0149011,5.152705,0.004462515,-0.228663,-0.00221211,0.336081,-0.00308573,0.01694265,1.178105,0.0447721,0.4898335,-0.00102394,-0.0173965
"S500",-0.7096805,-0.8560675,-1.69149,0.056132,-0.652072,0.05542125,-6.386635,0.00398536,0.193369,0.0164372,-0.37362,-0.01824485,0.10065,-4.618055,0.0453755,-1.091535,-0.000244331,0.0623815
